Institution,City,State,AdmissionRate,Undergraduates,CarnegieClassification,Ownership,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
University of Hawaii-West Oahu,Kapolei,HI,0.9462,2651.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.0,0.0354,0.0,0.0,0.0467,0.0,0.0,0.0,0.0,0.0,0.0,0.0368,0.0,0.0,0.0,0.0,0.1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1969,0.1898,0.0,0.0,0.0,0.0,0.0,0.0,0.3824,0.0
Boise Bible College,Boise,ID,0.7941,88.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boise State University,Boise,ID,0.8313,17075.0,Doctoral Universities: High Research Activity,Public,0.0,0.0109,0.0,0.0005,0.0468,0.0,0.0289,0.0,0.0432,0.0529,0.0,0.0319,0.0,0.0,0.0192,0.0278,0.0,0.0305,0.0066,0.0,0.0723,0.0149,0.0014,0.0,0.012,0.0,0.0344,0.0283,0.0158,0.0441,0.0,0.0,0.0,0.0,0.0319,0.2189,0.22,0.007
University of Idaho,Moscow,ID,0.8138,6861.0,Doctoral Universities: High Research Activity,Public,0.0522,0.0685,0.0395,0.0012,0.0592,0.0116,0.0244,0.0,0.0638,0.1126,0.0029,0.0081,0.0261,0.0,0.0186,0.0296,0.0,0.054,0.0099,0.0,0.0099,0.0232,0.0064,0.0,0.0215,0.0,0.0563,0.0,0.0,0.1016,0.0,0.0,0.0,0.0,0.0354,0.0209,0.1329,0.0099
The College of Idaho,Caldwell,ID,0.5629,1118.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0357,0.0,0.0,0.0,0.0,0.0,0.0,0.0313,0.0,0.0,0.0,0.0,0.0,0.0268,0.0,0.0,0.1473,0.0357,0.0,0.0223,0.0402,0.0134,0.0,0.0089,0.0,0.0938,0.0,0.0,0.1339,0.0,0.0,0.0,0.0,0.0357,0.1116,0.2232,0.0402
Lewis-Clark State College,Lewiston,ID,1.0,2441.0,Baccalaureate Colleges: Diverse Fields,Public,0.0,0.0,0.0,0.0,0.0184,0.015,0.0472,0.0,0.0645,0.0023,0.0104,0.0,0.0,0.0046,0.0069,0.1037,0.0,0.0069,0.0046,0.0023,0.0207,0.03,0.0,0.0,0.0046,0.0,0.0288,0.0161,0.0507,0.0035,0.0,0.0449,0.0069,0.0,0.0046,0.3456,0.1509,0.0058
Northwest Nazarene University,Nampa,ID,0.8815,1172.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0552,0.0,0.039,0.0,0.0714,0.039,0.0,0.0065,0.0,0.0,0.0227,0.0649,0.0,0.1201,0.0065,0.0,0.0097,0.0357,0.039,0.0195,0.0097,0.0,0.0357,0.0227,0.0455,0.0065,0.0,0.0,0.0,0.0,0.0292,0.1753,0.1461,0.0
Brigham Young University-Idaho,Rexburg,ID,0.9657,43532.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0189,0.003,0.0,0.0,0.0309,0.0,0.0496,0.0,0.0497,0.0253,0.0315,0.0,0.0707,0.0,0.0126,0.2092,0.0,0.0531,0.0056,0.0,0.0641,0.006,0.0,0.0,0.0047,0.0,0.0268,0.0,0.0097,0.0135,0.0,0.0001,0.0003,0.0,0.0284,0.1029,0.1715,0.0118
American Islamic College,Chicago,IL,1.0,5.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
School of the Art Institute of Chicago,Chicago,IL,0.8098,2795.0,"Special Focus Four-Year: Arts, Music & Design Schools",Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9796,0.0,0.0,0.0
Augustana College,Rock Island,IL,0.6913,2317.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0213,0.0,0.0049,0.0507,0.0,0.0245,0.0,0.0818,0.0082,0.0,0.0131,0.0,0.0,0.0344,0.0,0.0,0.1768,0.0147,0.0,0.0016,0.0,0.0131,0.0,0.0262,0.0,0.0753,0.0,0.0,0.0835,0.0,0.0,0.0,0.0,0.0524,0.0851,0.216,0.0164
Aurora University,Aurora,IL,0.8642,4076.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0017,0.0,0.007,0.0236,0.0,0.0183,0.0,0.0681,0.0026,0.0,0.0044,0.0,0.0,0.0157,0.0183,0.0,0.0079,0.0079,0.0,0.0035,0.0585,0.0009,0.0,0.0009,0.0,0.0576,0.0497,0.1466,0.0096,0.0,0.0,0.0,0.0,0.0122,0.2408,0.2304,0.014
Blackburn College,Carlinville,IL,0.6623,384.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0105,0.0,0.0,0.0421,0.0,0.0526,0.0,0.2211,0.0,0.0,0.0,0.0,0.0105,0.0211,0.0,0.0,0.1895,0.0316,0.0,0.0,0.0105,0.0,0.0,0.0211,0.0,0.0526,0.0526,0.0,0.0316,0.0,0.0,0.0,0.0,0.0526,0.0211,0.1263,0.0526
Bradley University,Peoria,IL,0.7586,4319.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0008,0.0,0.0008,0.0763,0.0144,0.0449,0.0,0.0636,0.1475,0.0,0.0042,0.011,0.0,0.0186,0.0034,0.0,0.0347,0.0034,0.0,0.0,0.0,0.0034,0.0,0.0161,0.0,0.0517,0.0195,0.0229,0.0347,0.0,0.0,0.0,0.0,0.0703,0.1576,0.1915,0.0085
Chicago State University,Chicago,IL,0.4747,1496.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0063,0.057,0.0,0.0127,0.0,0.0506,0.0,0.0,0.0032,0.0,0.0,0.019,0.1171,0.0,0.0411,0.0095,0.0,0.0,0.0253,0.0,0.0,0.0285,0.0,0.1677,0.1013,0.0,0.057,0.0,0.0,0.0,0.0,0.0253,0.1329,0.1329,0.0127
University of Chicago,Chicago,IL,0.0648,7558.0,Doctoral Universities: Very High Research Activity,Private nonprofit,0.0,0.01,0.0,0.005,0.0,0.0,0.0645,0.0,0.0,0.015,0.0,0.0338,0.0,0.0,0.0351,0.0113,0.0,0.0989,0.1014,0.0,0.0006,0.0,0.0194,0.0025,0.0751,0.0,0.047,0.0,0.0488,0.3669,0.0,0.0,0.0,0.0,0.0269,0.0006,0.0,0.0369
Columbia College Chicago,Chicago,IL,0.9564,6458.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0,0.0,0.003,0.1109,0.1431,0.0045,0.0,0.003,0.0,0.0,0.0157,0.0,0.0,0.0382,0.0022,0.0,0.0,0.0,0.0,0.0097,0.0007,0.0,0.0,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.627,0.0,0.0367,0.0
Concordia University-Chicago,River Forest,IL,0.8781,1370.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0543,0.0,0.0181,0.0,0.1292,0.0,0.0,0.0129,0.0,0.0,0.0129,0.0,0.0,0.0284,0.0026,0.0,0.0207,0.1731,0.0026,0.0181,0.0078,0.0,0.0388,0.0078,0.0284,0.0698,0.0,0.0,0.0,0.0,0.0594,0.1473,0.1447,0.0233
DePaul University,Chicago,IL,0.6944,14059.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0075,0.0018,0.0066,0.1175,0.0183,0.0978,0.0,0.0318,0.0003,0.0,0.0027,0.0,0.0,0.021,0.0279,0.0,0.0264,0.0078,0.0,0.0102,0.0036,0.0045,0.0,0.0051,0.0,0.0597,0.0,0.0018,0.0702,0.0,0.0,0.0,0.0,0.1202,0.048,0.2993,0.0102
Eastern Illinois University,Charleston,IL,0.7174,4616.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0,0.0834,0.0,0.0272,0.0,0.1143,0.0009,0.0075,0.0066,0.045,0.0,0.0244,0.0937,0.0,0.0487,0.0066,0.0,0.0356,0.074,0.0056,0.0,0.0131,0.0,0.0947,0.0122,0.0,0.0412,0.0,0.0,0.0,0.0,0.0525,0.0665,0.1265,0.0197
Elmhurst University,Elmhurst,IL,0.7129,2791.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0088,0.0015,0.0292,0.0,0.1358,0.0,0.0,0.0102,0.0,0.0,0.0526,0.0,0.0,0.038,0.0058,0.0,0.0015,0.0365,0.0029,0.0,0.0204,0.0,0.1387,0.0394,0.0,0.0423,0.0,0.0,0.0,0.0,0.0569,0.1474,0.2204,0.0117
Eureka College,Eureka,IL,0.8666,468.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0407,0.0,0.0,0.0488,0.0,0.0,0.0,0.1057,0.0,0.0,0.0,0.0,0.0,0.0488,0.0244,0.0,0.0325,0.0244,0.0,0.0488,0.0976,0.0,0.0,0.0,0.0,0.0894,0.1301,0.0,0.0244,0.0,0.0,0.0,0.0,0.0976,0.0,0.187,0.0
Fox College,Tinley Park,IL,0.6098,308.0,Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,Private for-profit,0.3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6599,0.0202,0.0
Governors State University,University Park,IL,0.5205,2698.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0,0.0,0.0,0.0427,0.0,0.103,0.0,0.0603,0.0,0.0,0.0,0.0,0.0,0.0126,0.1508,0.0,0.0126,0.0038,0.0,0.0,0.0,0.0,0.0,0.0025,0.0,0.1219,0.0653,0.0377,0.0239,0.0,0.0,0.0,0.0,0.0101,0.1696,0.1796,0.0038
Graham Hospital School of Nursing,Canton,IL,1.0,52.0,Not applicable,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Greenville University,Greenville,IL,0.7954,828.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0142,0.0,0.0,0.0,0.0047,0.0,0.0,0.0,0.1981,0.0236,0.0,0.0,0.0,0.0,0.0283,0.0,0.0,0.0943,0.0047,0.0,0.0,0.0943,0.0236,0.0236,0.0236,0.0,0.0519,0.0755,0.0283,0.0,0.0,0.0,0.0,0.0,0.1179,0.0,0.1698,0.0236
Hebrew Theological College,Skokie,IL,0.8,81.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
University of Illinois Chicago,Chicago,IL,0.788,22011.0,Doctoral Universities: Very High Research Activity,Public,0.0,0.0,0.0148,0.0079,0.0224,0.0,0.0998,0.0,0.0257,0.1069,0.0,0.0063,0.0107,0.0,0.0178,0.0002,0.0,0.1203,0.0113,0.0,0.0238,0.0289,0.0036,0.0,0.0109,0.0,0.0913,0.0275,0.0051,0.0517,0.0,0.0,0.0,0.0,0.0307,0.1215,0.1538,0.0071
Benedictine University,Lisle,IL,0.8002,2174.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0261,0.0,0.0184,0.0,0.0307,0.0061,0.0,0.0031,0.0292,0.0,0.0077,0.0015,0.0,0.063,0.0077,0.0,0.0031,0.0123,0.0,0.0046,0.0077,0.0,0.0922,0.0476,0.0,0.0215,0.0,0.0,0.0,0.0,0.0154,0.2535,0.3472,0.0015
University of Illinois Urbana-Champaign,Champaign,IL,0.5966,33889.0,Doctoral Universities: Very High Research Activity,Public,0.0625,0.0072,0.0121,0.0029,0.0633,0.0,0.0441,0.0,0.0227,0.2131,0.0007,0.0059,0.0085,0.0,0.0159,0.0006,0.0,0.0598,0.0526,0.0,0.0263,0.03,0.0022,0.0,0.0273,0.0,0.0613,0.0,0.0079,0.0776,0.0,0.0,0.0,0.0,0.0263,0.0416,0.1177,0.01
Illinois Wesleyan University,Bloomington,IL,0.4523,1646.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0198,0.0,0.0,0.0,0.0,0.0227,0.0,0.0482,0.0,0.0,0.0028,0.0,0.0,0.0538,0.0,0.0,0.1275,0.0142,0.0,0.017,0.0198,0.0028,0.0,0.0227,0.0,0.0538,0.0,0.0,0.085,0.0,0.0,0.0,0.0,0.0708,0.1275,0.289,0.0227
Illinois College,Jacksonville,IL,0.7476,1088.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0466,0.0212,0.0,0.0,0.0,0.0,0.0381,0.0,0.0297,0.0,0.0,0.0042,0.0,0.0,0.0763,0.0,0.0,0.1229,0.0297,0.0,0.0042,0.0169,0.0,0.0,0.0127,0.0,0.0763,0.0,0.0,0.1271,0.0,0.0,0.0,0.0,0.0085,0.1356,0.2288,0.0212
Illinois Institute of Technology,Chicago,IL,0.6611,2889.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0,0.1226,0.0,0.0016,0.0,0.2532,0.0,0.0,0.471,0.029,0.0,0.0,0.0,0.0,0.0048,0.0,0.0226,0.0177,0.0,0.0016,0.0,0.0,0.0,0.0306,0.0,0.0129,0.0,0.0,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0306,0.0
Illinois State University,Normal,IL,0.9154,17632.0,Doctoral Universities: High Research Activity,Public,0.0324,0.0002,0.0,0.0,0.0674,0.0029,0.0353,0.0,0.1586,0.0,0.0138,0.0059,0.0186,0.0011,0.0242,0.0285,0.0,0.0348,0.0156,0.0,0.0,0.0351,0.002,0.0,0.0079,0.0,0.0351,0.0328,0.0136,0.0419,0.0,0.0,0.0,0.0,0.0534,0.0916,0.226,0.0213
Judson University,Elgin,IL,0.624,923.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0926,0.0,0.0139,0.0,0.0,0.0,0.0602,0.0,0.0,0.0,0.0,0.0,0.0,0.0741,0.0,0.0463,0.0046,0.0,0.0417,0.0833,0.0,0.0278,0.0046,0.0,0.1481,0.0,0.0602,0.0,0.0,0.0,0.0,0.0,0.0694,0.0,0.2731,0.0
Knox College,Galesburg,IL,0.7024,1140.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0421,0.0,0.0192,0.0,0.0,0.0498,0.0,0.0958,0.0,0.0,0.0115,0.0,0.0,0.0958,0.0077,0.0,0.1609,0.0115,0.0,0.0038,0.0,0.0038,0.0,0.0536,0.0,0.0728,0.0,0.0,0.1686,0.0,0.0,0.0,0.0,0.0843,0.0,0.0843,0.0345
Lake Forest College,Lake Forest,IL,0.6443,1657.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0287,0.0,0.0172,0.0401,0.0,0.0344,0.0,0.0172,0.0,0.0,0.0172,0.0,0.0,0.0544,0.0201,0.0,0.1089,0.0201,0.0,0.0,0.0,0.0287,0.0,0.0315,0.0,0.106,0.0,0.0,0.1719,0.0,0.0,0.0,0.0,0.043,0.0,0.2464,0.0143
Lewis University,Romeoville,IL,0.7126,3799.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0009,0.0,0.0,0.0204,0.0,0.1168,0.0,0.0761,0.0053,0.0,0.0009,0.0,0.0062,0.0071,0.0071,0.0,0.046,0.0062,0.0,0.0,0.0265,0.0027,0.0,0.0221,0.0,0.069,0.1044,0.0186,0.0088,0.0,0.0062,0.0,0.0858,0.0133,0.1363,0.2027,0.0106
Lincoln College,Lincoln,IL,0.7426,795.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316,0.0,0.0142,0.0,0.0,0.0,0.0613,0.0,0.0,0.0,0.0,0.0,0.1038,0.0047,0.0,0.0,0.0,0.0,0.0,0.0142,0.0755,0.3915,0.0
Loyola University Chicago,Chicago,IL,0.7698,11739.0,Doctoral Universities: High Research Activity,Private nonprofit,0.0,0.0237,0.0,0.0031,0.0652,0.0,0.0237,0.0,0.0186,0.012,0.0,0.0114,0.0,0.0123,0.0146,0.0074,0.0,0.1436,0.0089,0.0,0.0174,0.0,0.0089,0.0023,0.0109,0.0,0.0921,0.03,0.0149,0.0758,0.0,0.0,0.0,0.0,0.0194,0.1621,0.2125,0.0092
McKendree University,Lebanon,IL,0.7768,1436.0,Master's Colleges & Universities: Medium Programs,Private nonprofit,0.0,0.0141,0.0,0.0,0.0235,0.0,0.0376,0.0,0.0775,0.0,0.0,0.0,0.0,0.0,0.0094,0.0047,0.0,0.0399,0.0211,0.0047,0.0587,0.0681,0.0,0.0,0.0117,0.0,0.0869,0.0,0.0,0.0775,0.0,0.0,0.0,0.0,0.0117,0.1291,0.3192,0.0047
Methodist College,Peoria,IL,1.0,514.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228,0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.0,0.0
Millikin University,Decatur,IL,0.7481,1719.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0066,0.0,0.0,0.0221,0.0,0.0044,0.0,0.106,0.0,0.0,0.011,0.0,0.0,0.0199,0.0,0.0,0.0419,0.0199,0.0,0.0066,0.0397,0.0022,0.0,0.0221,0.0,0.0199,0.0287,0.0132,0.0287,0.0,0.0,0.0,0.0,0.2428,0.1611,0.1987,0.0044
Monmouth College,Monmouth,IL,0.6564,750.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0149,0.0,0.0,0.0398,0.0,0.0199,0.0,0.0299,0.0,0.0,0.0199,0.0,0.0,0.0249,0.01,0.0,0.0896,0.0249,0.0,0.0547,0.1443,0.005,0.0,0.0846,0.0,0.0796,0.0,0.0,0.0896,0.0,0.0,0.0,0.0,0.0498,0.0,0.1891,0.0299
Moody Bible Institute,Chicago,IL,0.9765,1878.0,Special Focus Four-Year: Faith-Related Institutions,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
National Louis University,Chicago,IL,0.9704,3485.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0223,0.0,0.0223,0.0657,0.2218,0.0,0.0,0.0,0.0917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066,0.0,0.0,0.0,0.0,0.0,0.0607,0.0,0.0682,0.0706,0.0,0.0,0.0,0.0,0.0,0.0322,0.2379,0.0
North Central College,Naperville,IL,0.684,2384.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0126,0.0,0.0016,0.0442,0.0095,0.0426,0.0,0.0962,0.0,0.0,0.0079,0.0,0.0,0.0158,0.0032,0.0,0.0757,0.0079,0.0,0.0095,0.0773,0.0079,0.0,0.0221,0.0,0.1073,0.0,0.0,0.0599,0.0,0.0,0.0,0.0,0.1009,0.0379,0.2461,0.0142
North Park University,Chicago,IL,0.6714,1834.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0024,0.0,0.0024,0.0552,0.0,0.0,0.0,0.0695,0.0024,0.0,0.0048,0.0,0.0,0.0312,0.0,0.0,0.0791,0.012,0.0,0.0048,0.0312,0.0,0.0,0.0048,0.0,0.0576,0.0456,0.0,0.0168,0.0,0.0,0.0,0.0,0.0312,0.2494,0.2806,0.0192
Northern Illinois University,Dekalb,IL,0.7045,11819.0,Doctoral Universities: High Research Activity,Public,0.0,0.0102,0.0,0.0,0.0579,0.0,0.0421,0.0,0.0747,0.073,0.027,0.0089,0.0306,0.0,0.0158,0.0289,0.0,0.0273,0.0161,0.0,0.001,0.0234,0.0036,0.0,0.0171,0.0,0.0599,0.0,0.0049,0.0533,0.0,0.0,0.0,0.0,0.0474,0.172,0.1914,0.0135
Northwestern University,Evanston,IL,0.0697,8691.0,Doctoral Universities: Very High Research Activity,Private nonprofit,0.0,0.0076,0.0,0.0067,0.1668,0.0,0.07,0.0,0.0076,0.1423,0.0,0.0089,0.0,0.0049,0.0161,0.0067,0.0,0.087,0.0281,0.0,0.004,0.0,0.004,0.0,0.0134,0.0,0.0593,0.0,0.0504,0.1655,0.0,0.0,0.0,0.0,0.0798,0.0085,0.0428,0.0196
Northeastern Illinois University,Chicago,IL,0.6211,4547.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0097,0.0,0.0074,0.0431,0.0,0.0787,0.0,0.1076,0.0,0.0,0.0134,0.0,0.0,0.0282,0.0817,0.0,0.0527,0.0238,0.0,0.0052,0.0,0.003,0.0,0.0163,0.0,0.0735,0.0371,0.0757,0.0468,0.0,0.0,0.0,0.0,0.026,0.0126,0.2405,0.0171
Olivet Nazarene University,Bourbonnais,IL,0.6055,2599.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0682,0.0,0.0251,0.0,0.078,0.0669,0.0,0.0028,0.0111,0.0,0.0139,0.0014,0.0,0.046,0.0056,0.0,0.0056,0.0404,0.0042,0.0585,0.0195,0.0,0.0432,0.0404,0.0515,0.0181,0.0,0.0,0.0,0.0,0.0501,0.1922,0.1504,0.007
Principia College,Elsah,IL,0.8406,318.0,Baccalaureate Colleges: Arts & Sciences Focus,Private nonprofit,0.0,0.0238,0.0,0.0,0.0952,0.0119,0.0952,0.0,0.1071,0.0238,0.0,0.0,0.0,0.0,0.0119,0.0,0.0,0.0476,0.0238,0.0,0.0595,0.0,0.0595,0.0,0.0,0.0,0.0,0.0,0.0,0.1071,0.0,0.0,0.0,0.0,0.1786,0.0,0.1548,0.0
Quincy University,Quincy,IL,0.598,966.0,Baccalaureate Colleges: Diverse Fields,Private nonprofit,0.0,0.0,0.0,0.0,0.0347,0.0,0.0099,0.0,0.0891,0.0,0.0,0.0,0.0,0.0,0.0149,0.0099,0.0,0.0693,0.0149,0.0,0.0,0.0792,0.0099,0.0,0.005,0.0,0.0446,0.0347,0.0644,0.0099,0.0,0.0,0.0,0.0149,0.0446,0.1535,0.2772,0.0198
Rockford University,Rockford,IL,0.6678,956.0,Master's Colleges & Universities: Small Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0837,0.0,0.1339,0.0,0.0,0.0,0.0,0.0,0.0209,0.0,0.0,0.0418,0.0126,0.0,0.0,0.0586,0.0,0.0,0.0042,0.0,0.0586,0.0,0.0,0.0544,0.0,0.0,0.0,0.0,0.0209,0.3013,0.2008,0.0084
Roosevelt University,Chicago,IL,0.9229,2585.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0047,0.019,0.0,0.0415,0.0142,0.0592,0.0,0.0012,0.0,0.0,0.0284,0.0142,0.0095,0.0,0.045,0.0024,0.0,0.0071,0.0047,0.0,0.0,0.0,0.0,0.1114,0.0273,0.0,0.0498,0.0,0.0,0.0,0.0,0.1031,0.1173,0.3318,0.0083
Dominican University,River Forest,IL,0.8094,2034.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.002,0.0,0.0041,0.0286,0.0,0.0429,0.0,0.0469,0.0,0.0,0.0082,0.0,0.0143,0.0245,0.002,0.0,0.0571,0.0245,0.0,0.1,0.0,0.0082,0.002,0.0122,0.0,0.102,0.0,0.0082,0.098,0.0,0.0,0.0,0.0,0.0327,0.1551,0.2184,0.0082
University of St Francis,Joliet,IL,0.6823,1519.0,Doctoral/Professional Universities,Private nonprofit,0.0,0.0,0.0,0.0,0.0159,0.0,0.0114,0.0,0.0568,0.0,0.0,0.0,0.0,0.0,0.0182,0.0045,0.0,0.0545,0.0045,0.0,0.0023,0.0432,0.0,0.0023,0.0,0.0,0.0659,0.025,0.0159,0.0114,0.0,0.0,0.0,0.0,0.025,0.4591,0.1636,0.0205
Saint Xavier University,Chicago,IL,0.8479,3087.0,Master's Colleges & Universities: Larger Programs,Private nonprofit,0.0,0.0,0.0,0.0,0.035,0.0,0.0381,0.0,0.0609,0.0,0.0,0.0046,0.0,0.0,0.0061,0.0244,0.0,0.0913,0.0076,0.0,0.0061,0.0335,0.003,0.0,0.0183,0.0,0.1035,0.0335,0.0,0.035,0.0,0.0,0.0,0.0,0.0289,0.2359,0.2314,0.003
University of Illinois Springfield,Springfield,IL,0.7949,2441.0,Master's Colleges & Universities: Larger Programs,Public,0.0,0.0214,0.0,0.0,0.061,0.0,0.2076,0.0,0.0115,0.0,0.0,0.0,0.0,0.0165,0.0297,0.0165,0.0,0.0544,0.0214,0.0,0.0033,0.0264,0.0066,0.0,0.0082,0.0,0.117,0.0329,0.0395,0.0346,0.0,0.0,0.0,0.0,0.0066,0.0165,0.2306,0.0379
Saint Anthony College of Nursing,Rockford,IL,1.0,189.0,Special Focus Four-Year: Other Health Professions Schools,Private nonprofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Southern Illinois University-Carbondale,Carbondale,IL,0.9515,7973.0,Doctoral Universities: High Research Activity,Public,0.0349,0.0188,0.0112,0.0004,0.0437,0.0,0.0321,0.008,0.1058,0.0497,0.0817,0.0084,0.0048,0.0056,0.006,0.0232,0.0,0.0533,0.002,0.0,0.0132,0.0393,0.002,0.0,0.01,0.0,0.0345,0.018,0.024,0.0541,0.0,0.0,0.0,0.0685,0.0353,0.1034,0.1026,0.0056
