Institution,City,State,Undergraduates,Median Earnings
Ross Medical Education Center-Huntsville,Huntsville,AL,84.0,26016.0
Ross Medical Education Center-Knoxville,Knoxville,TN,92.0,29128.0
Ross Medical Education Center-Muncie,Muncie,IN,96.0,28048.0
Cortiva Institute-Arlington,Arlington,TX,123.0,30363.0
Tulsa Welding School-Houston,Houston,TX,1273.0,38756.0
Pima Medical Institute-El Paso,El Paso,TX,542.0,35113.0
Pima Medical Institute-Phoenix,Phoenix,AZ,821.0,
Kennesaw State University,Kennesaw,GA,37743.0,54321.0
Entourage Institute of Beauty and Esthetics,Lincoln,NE,33.0,19342.0
All Beauty College,Lake Havasu City,AZ,8.0,
Eastern Suffolk BOCES,Riverhead,NY,8.0,66442.0
Eastern Suffolk BOCES,Oakdale,NY,30.0,66442.0
Milligan University,Milligan,TN,770.0,44385.0
Chamberlain University-Nevada,Las Vegas,NV,543.0,82055.0
Chamberlain University-Michigan,Troy,MI,549.0,82055.0
Chamberlain University-New Jersey,North Brunswick,NJ,1219.0,82055.0
Hussian College-Los Angeles,Los Angeles,CA,231.0,26472.0
Paul Mitchell the School-Madison,Madison,WI,61.0,
The University of Tennessee Health Science Center,Memphis,TN,264.0,71563.0
Unitech Training Academy-New Orleans,New Orleans,LA,56.0,22612.0
Wade Gordon Hairdressing Academy-Lubbock,Lubbock,TX,77.0,
Protege Academy,Mt. Pleasant,MI,29.0,
Emory University-Oxford College,Oxford,GA,1066.0,81802.0
The Chicago School of Professional Psychology at Xavier University of Louisiana,New Orleans,LA,,58068.0
Southern Regional Technical College,Thomasville,GA,2790.0,28934.0
Texas College of Cosmetology-Lubbock,Lubbock,TX,119.0,21137.0
Fortis College-Cuyahoga Falls,Cuyahoga Falls,OH,561.0,31136.0
Jones Technical Institute,Jacksonville,FL,348.0,22177.0
Texas State Technical College,Waco,TX,8747.0,37234.0
Aveda Institute Portland-Vancouver Campus,Vancouver,WA,113.0,
Arizona College of Nursing-Las Vegas,Las Vegas,NV,946.0,31302.0
Florida Career College-Pembroke Pines,Pembroke Pines,FL,608.0,27921.0
Florida Career College-West Palm Beach,West Palm Beach,FL,722.0,27921.0
Florida Career College-Hialeah,Hialeah,FL,668.0,27921.0
Florida Career College-Lauderdale Lakes,Lauderdale Lakes,FL,814.0,27921.0
Florida Career College-Tampa,Tampa,FL,571.0,27921.0
Florida Career College-Jacksonville,Jacksonville,FL,575.0,27921.0
Florida Career College-Boynton Beach,Boynton Beach,FL,587.0,27921.0
Florida Career College-Margate,Margate,FL,619.0,27921.0
Florida Career College-Orlando,Orlando,FL,659.0,27921.0
UEI College-Phoenix,Phoenix,AZ,1441.0,28233.0
Florida Career College-Houston,Houston,TX,1109.0,27921.0
Aveda Institute-Madison,Madison,WI,85.0,32068.0
Husson University,Bangor,ME,2430.0,43102.0
Tricoci University of Beauty Culture-Elgin,Elgin,IL,121.0,
Concorde Career College-Southaven,Southaven,MS,362.0,26095.0
Universal Technical Institute-Southern California,Long Beach,CA,1341.0,51889.0
Northwest University-Center for Online and Extended Education,Kirkland,WA,592.0,52311.0
Celebrity Barber School,Monroe,LA,18.0,
California Institute of Advanced Management,Alhambra,CA,,
Academy of Interactive Entertainment,Lafayette,LA,90.0,
The Temple Annapolis-A Paul Mitchell Partner School,Annapolis,MD,197.0,29550.0
Yeshiva Zichron Aryeh,Far Rockaway,NY,28.0,
Butte County Regional Occupational Program,Chico,CA,44.0,
Arclabs,Piedmont,SC,505.0,
Top of the Line Barber College,Charleston,SC,56.0,
Midfield Institute of Cosmetology,Midfield,AL,16.0,
American Institute of Alternative Medicine,East Brunswick,NJ,13.0,
Felbry College,Columbus,OH,329.0,
Regional Center for Border Health,Somerton,AZ,65.0,
B-Unique Beauty and Barber Academy,Greenville,SC,16.0,
Kentucky Horseshoeing School,Richmond,KY,25.0,
Image Maker Beauty Institute,Hendersonville,TN,65.0,
Dalton Institute of Esthetics and Cosmetology,Dalton,GA,48.0,
CAAN Academy of Nursing,Matteson,IL,55.0,
Martinsburg College,Martinsburg,WV,2061.0,
Alhambra Medical University,Alhambra,CA,43.0,
Central Yeshiva Beth Joseph,Brooklyn,NY,20.0,
Garden State Science and Technology Institute,Jersey City,NJ,83.0,
Barber Tech Academy,Orangeburg,SC,72.0,
Abraham Lincoln University,Glendale,CA,63.0,
Med Academy,Hialeah,FL,175.0,
Huntington University of Health Sciences,Knoxville,TN,56.0,
Sonoran Desert Institute,Tempe,AZ,3009.0,
Yeshivas Maharit D'Satmar,Monroe,NY,113.0,
Natural Images Beauty College,Clute,TX,39.0,
Textures Institute of Cosmetology,Indianapolis,IN,25.0,
Learning Bridge Career Institute,Houma,LA,41.0,
PiBerry Institute,Homestead,FL,71.0,
Ea La Mar's Cosmetology & Barber College,Kansas City,MO,28.0,
Regina Webb Academy,Bowling Green,KY,19.0,
DeHart Technical School,Modesto,CA,75.0,
Medical Career & Technical College,Richmond,KY,190.0,
Center for Neurosomatic Studies,Clearwater,FL,19.0,
Focus Personal Training Institute,New York,NY,83.0,
Hair Academy School of Barbering & Beauty,Newark,DE,25.0,
Fosbre Academy of Hair Design,Olympia,WA,95.0,
National Personal Training Institute,Orlando,FL,34.0,
Mission Beauty Institute,Mission,TX,74.0,
Elim Bible Institute and College,Lima,NY,107.0,
Beth Medrash of Asbury Park,Lakewood,NJ,54.0,
Hope College of Arts and Sciences,Pompano Beach,FL,197.0,
Yeshiva Gedolah Shaarei Shmuel,Lakewood,NJ,99.0,
Premier Barber Institute,Norristown,PA,51.0,
International Beauty Education Center,Airway Heights,WA,83.0,
Claremont Lincoln University,Claremont,CA,,
Phipps Academy of Barbering,Richton Park,IL,37.0,
Hoss Lee Academy,Roseville,CA,124.0,
Indiana Wellness College,Carmel,IN,145.0,
Kenny's Academy of Barbering,Indianapolis,IN,104.0,
Seattle Film Institute,Seattle,WA,86.0,
Arkansas Colleges of Health Education,Fort Smith,AR,,
Burrell College of Osteopathic Medicine,Las Cruces,NM,,
California College of Music,Pasadena,CA,10.0,
California Health Sciences University,Clovis,CA,,
Christian Culinary Academy,Cannon Beach,OR,13.0,
Glitz School of Cosmetology,Las Cruces,NM,181.0,
Indiana Wesleyan University-National & Global,Marion,IN,5668.0,55759.0
Northeast Lakeview College,Universal City,TX,5463.0,
Paul Mitchell the School-Jessup,Jessup,MD,131.0,22974.0
John Patrick University of Health and Applied Sciences,South Bend,IN,108.0,
University of Saint Katherine,San Marcos,CA,242.0,
Teachers College of San Joaquin,Stockton,CA,694.0,
Totally Cosmo School of Modern Cosmetology,Broken Bow,OK,11.0,
U.S. Truck Driver Training School,Sterling Heights,MI,170.0,
University of the People,Pasadena,CA,12446.0,
South Dade Technical College-South Dade Skills Center Campus,HOMESTEAD,FL,132.0,
Wongu University of Oriental Medicine,Las Vegas,NV,,
Alabama School of Nail Technology & Cosmetology,Jackson,AL,30.0,
Tulsa Technology Center,Tulsa,OK,1183.0,36346.0
Ross Medical Education Center-Elyria,Elyria,OH,60.0,28178.0
Ross Medical Education Center-Lafayette,Lafayette,IN,58.0,32859.0
Ross Medical Education Center-Midland,Midland,MI,63.0,28048.0
Paul Mitchell the School-Clear Lake,Webster,TX,160.0,26032.0
Paul Mitchell the School-Nampa,Nampa,ID,123.0,20248.0
Academy of Beauty Professionals,Madison,WI,28.0,23064.0
Academy of Beauty Professionals,Appleton,WI,45.0,23064.0
Academy of Beauty Professionals,Green Bay,WI,63.0,23064.0
Kenneth Shuler School of Cosmetology-Goose Creek,Goose Creek,SC,170.0,21814.0
Clovis Community College,Fresno,CA,6006.0,
Boca Beauty Academy-Parkland,Parkland,FL,131.0,
American Beauty Academy-West Valley Campus,West Valley City,UT,55.0,
Caribbean Aviation Training Institute Inc,Carolina,PR,217.0,
The College of Health Care Professions-McAllen Campus,McAllen,TX,609.0,31322.0
Institute of Buddhist Studies,Berkeley,CA,,
Chamberlain University-North Carolina,Charlotte,NC,251.0,82055.0
Chamberlain University-California,Rancho Cordova,CA,437.0,82055.0
Spartan College of Aeronautics and Technology,Riverside,CA,199.0,58978.0
Purdue University Global,West Lafayette,IN,32213.0,32704.0
Pima Medical Institute-Dillon,Dillon,MT,50.0,32037.0
Arthur's Beauty College,Jonesboro,AR,67.0,22309.0
West Coast University-Center for Graduate Studies,Los Angeles,CA,,99806.0
Carolina University,Winston-Salem,NC,471.0,38077.0
National Personal Training Institute-Tampa,Tampa,FL,18.0,
Presbyterian Theological Seminary in America,Santa Fe Springs,CA,41.0,
HCI College,West Palm Beach,FL,238.0,
Southern States University,San Diego,CA,88.0,
America Evangelical University,Gardena,CA,43.0,
Gadsden Technical College,Quincy,FL,13.0,
Virginia University of Integrative Medicine,Vienna,VA,,
Nashville Film Institute,Nashville,TN,38.0,
Los Angeles Academy of Figurative Art,Van Nuys,CA,8.0,
Westcliff University,Irvine,CA,1299.0,
World Class Academy of Beauty Careers,Tallahassee,FL,28.0,
Allied Health Careers Institute,Murfreesboro,TN,89.0,
Sacramento Ultrasound Institute,Sacramento,CA,101.0,
Regan Career Institute,El Monte,CA,48.0,
Bolivar Technical College,Bolivar,MO,134.0,
Baldy View Regional Occupational Program,Ontario,CA,21.0,
MAK Beauty Institute,Cumming,GA,26.0,
Reformed University,Lawrenceville,GA,234.0,
Mobile Technical Training,South Hackensack,NJ,25.0,
American Barber and Beauty Academy,Reading,PA,120.0,
Master's Barber & Styling College,Old Hickory,TN,9.0,
Yeshiva Shaar Ephraim,Monsey,NY,119.0,
California Institute of Arts & Technology,San Diego,CA,618.0,
Elite Cosmetology Barber & Spa Academy,Yakima,WA,152.0,
Cutting Edge Academy,Succasunna,NJ,86.0,
Yeshiva Bais Aharon,Lakewood,NJ,18.0,
Mechon L'hoyroa,Monsey,NY,67.0,
My Beauty & Barber College,Sacramento,CA,106.0,
Elyon College,Brooklyn,NY,53.0,
Western Michigan University Homer Stryker M.D. School of Medicine,Kalamazoo,MI,,
Harmony Health Care Institute,Merrimack,NH,126.0,
American Beauty Schools,Miami,FL,68.0,
Hogan Institute of Cosmetology and Esthetics,Lilburn,GA,125.0,
J's Barber College,New Iberia,LA,20.0,
Ann Webb Skin Institute,Austin,TX,185.0,
Apex Academy Hair Skin Nails School of Cosmetology,Ontario,OH,37.0,
The Esthetic Institute,Vienna,VA,107.0,
Kor Beauty Academy,Peoria,AZ,58.0,
EduMed Partners,Goodlettsville,TN,104.0,
Massage Institute of Memphis,Memphis,TN,26.0,
Metro Detroit Barber College,Detroit,MI,45.0,
Digital Media Institute,Shreveport,LA,34.0,
Yeshiva Ohr Naftoli,New Windsor,NY,36.0,
Bais Medrash Mayan Hatorah,Lakewood,NJ,35.0,
Allgood Beauty Institute,Frisco,TX,29.0,
Ray J's College of Hair,Baton Rouge,LA,32.0,
Delta Designs Cosmetology School,Wynne,AR,23.0,
Gwinnett Institute,Orlando,FL,455.0,29124.0
Kansas City University,Joplin,MO,,
Manuel and Theresa's School of Hair Design,Brenham,TX,5.0,24983.0
Cincinnati School of Barbering & Hair Design,Cincinnati,OH,55.0,
L Makeup Institute,Las Vegas,NV,80.0,
Peloton College,Arlington,TX,144.0,
Northern Technical College,Pine Bluff,AR,25.0,
Maine Media College,Rockport,ME,2.0,
Purdue University Northwest,Hammond,IN,6396.0,44672.0
Ross Medical Education Center - Kalamazoo,Kalamazoo,MI,91.0,26016.0
Ross College-Canton,Canton,OH,293.0,28048.0
Ross College-Grand Rapids North,Grand Rapids,MI,263.0,29128.0
American Institute-Somerset,Somerset,NJ,411.0,29474.0
Platt College-Anaheim,Anaheim,CA,430.0,34922.0
Advantage Career Institute,Eatontown,NJ,159.0,
Bull City Durham Beauty and Barber College,Durham,NC,10.0,
Fortis College-Cutler Bay,Cutler Bay,FL,379.0,35711.0
Yeshiva Kollel Tifereth Elizer,Brooklyn,NY,208.0,
Strand Institute of Beauty & Esthetics,Portland,TX,70.0,
Arkansas Welding Academy,Jacksonville,AR,15.0,
Unitech Training Academy-Baton Rouge,Baton Rouge,LA,59.0,22612.0
Empire Beauty School-Tampa,Tampa,FL,70.0,23122.0
Empire Beauty School-Lakeland,Lakeland,FL,102.0,24562.0
Galen College of Nursing-ARH,Hazard,KY,525.0,57000.0
The Chicago School of Professional Psychology at San Diego,San Diego,CA,2.0,58068.0
Commercial Divers International,Goodyear,AZ,52.0,
Tricoci University of Beauty Culture-Janesville,Janesville,WI,96.0,23022.0
Unlimited Cosmetology School,Hattiesburg,MS,32.0,
Johnny Matthew's Hairdressing Training School,Salem,OR,61.0,
The Culinary School of Fort Worth,Fort Worth,TX,103.0,
Centralia Beauty College,Centralia,WA,41.0,
University of Wisconsin-Milwaukee Flex,Milwaukee,WI,630.0,53169.0
University of Wisconsin-Parkside Flex,Kenosha,WI,131.0,45774.0
Miller-Motte College-Edge Tech Academy,Arlington,TX,90.0,28836.0
Bnos Zion Of Bobov Seminary,Brooklyn,NY,161.0,
ABC Adult School,Cerritos,CA,125.0,
Polytech Adult Education,Woodside,DE,526.0,
California Institute of Medical Science,Clovis,CA,66.0,
Union Bible College,Westfield,IN,72.0,
Pets Playground Grooming School,Pompano Beach,FL,17.0,
San Bernardino Beauty College,San Bernardino,CA,104.0,
Christina and Company Education Center,Lafayette,IN,22.0,
Institute of Medical Ultrasound,Atlanta,GA,32.0,
Mystros Barber Academy,Houston,TX,31.0,
European Medical School of Massage,Sinking Spring,PA,33.0,
Yeshiva Gedolah Tiferes Boruch,North Plainfield,NJ,74.0,
Yeshiva Chemdas Hatorah,Lakewood,NJ,85.0,
Women's Institute of Torah Seminary and College,Baltimore,MD,141.0,
Yeshiva Gedolah Keren Hatorah,Lakewood,NJ,169.0,
ICOHS College,San Diego,CA,81.0,
Neo-Esthetique European Institute,San Juan,PR,164.0,
Lehigh Valley Barber School,Bethlehem,PA,34.0,
International Barber College,Chandler,AZ,37.0,
Brown Beauty Barber School,Bessemer,AL,48.0,
Rexburg College of Massage Therapy,Rexburg,ID,56.0,
Yeshiva Gedolah of Cliffwood,Keyport,NJ,63.0,
Goshen School of Cosmetology,Cleveland,MS,26.0,
IBS School of Cosmetology and Massage,Kahului,HI,56.0,
UR Beauty & Barber Academy,Sebring,FL,19.0,
Urban Barber College,Concord,CA,101.0,
Yeshivas Emek Hatorah,Howell,NJ,98.0,
Transitions Career Institute School of Nursing,Flushing,NY,137.0,
Wilton Simpson Technical College,Brooksville,FL,68.0,
Stacey James Institute,Parker,CO,108.0,
Meridian University,Petaluma,CA,,
Seminary Bnos Chaim,Lakewood,NJ,225.0,
Avenue Academy A Cosmetology Institute,Albuquerque,NM,92.0,
Salon Professional Academy of San Antonio,San Antonio,TX,90.0,
Red Lake Nation College,Red Lake,MN,136.0,
Princess Institute of Beauty,Reedley,CA,47.0,
Vogue International Academy,Houston,TX,17.0,
Independent Training & Apprenticeship Program,Sacramento,CA,95.0,
Victory Career College,Torrance,CA,92.0,
Winonah's International School of Cosmetology,Hoover,AL,118.0,
Yeshiva Gedola Tiferes Yerachmiel,Lakewood,NJ,167.0,
Southeastern Esthetics Institute,Columbia,SC,289.0,
Installer Institute,Holly Hill,FL,33.0,
Caris College,Jeffersonville,IN,126.0,
Contra Costa Medical Career College,Antioch,CA,879.0,
Anousheh School of Hair,Binghamton,NY,21.0,
Another Level Barbering and Cosmetology School,Petersburg,VA,45.0,
The Salon Professional Academy-Georgetown,Georgetown,TX,45.0,
Elite Academy of Hair Design,Bridgeport,OH,70.0,
Amslee Institute,Sarasota,FL,32.0,
Champion Christian College,Hot Springs,AR,91.0,
Chicago Professional Center,Prospect Heights,IL,127.0,
D&S School of Cosmetology,Waterford,MI,9.0,
DSDT,Detroit,MI,131.0,
Houston School of Carpentry,Houston,TX,94.0,
Reiss-Davis Graduate School,Los Angeles,CA,,
GoodFellas Barber College,Little Rock,AR,7.0,
Escondido Adult School,Escondido,CA,122.0,
Poway Adult School,Poway,CA,111.0,
Vista Adult School,Vista,CA,212.0,
The Salon Professional Academy-Delray Beach,Delray Beach,FL,47.0,17202.0
Lynnes Welding Training-Bismarck,Bismarck,ND,16.0,
No Grease Barber School,Charlotte,NC,13.0,
Pima Medical Institute-San Marcos,San Marcos,CA,537.0,35113.0
EDP University of Puerto Rico-Villalba,Villalba,PR,168.0,21063.0
Chicago School of Professional Psychology at Dallas,Richardson,TX,,58068.0
American Massage & Bodywork Institute,Vienna,VA,89.0,
KCK Beauty & Barber Academy,Jacksonville,FL,43.0,
California College of Barbering and Cosmetology,Stockton,CA,282.0,
Texas Tech University Health Sciences Center-El Paso,El Paso,TX,266.0,
Ponce Health Sciences University-Centro Universitario de San Juan,Santurce,PR,,
The College of Health Care Professions-South San Antonio,San Antonio,TX,409.0,31322.0
Innovate Salon Academy,Ewing,NJ,127.0,
Chamberlain University-Louisiana,Jefferson,LA,311.0,82055.0
Drury University-College of Continuing Professional Studies,Springfield,MO,791.0,39169.0
Global Medical & Technical Training Institute,Miami,FL,134.0,
Salon Success Academy-West Covina,West Covina,CA,90.0,24521.0
Indiana Institute of Technology-College of Professional Studies,Fort Wayne,IN,3078.0,48091.0
Advantage Technical College,San Juan,PR,454.0,25152.0
Institute of Culinary Education,Pasadena,CA,351.0,43642.0
Universal Technical Institute-Bloomfield,Bloomfield,NJ,1067.0,51264.0
Gould's Academy,Bartlett,TN,148.0,
Urban Academy of Beauty,Rio Rancho,NM,16.0,
WellSpring School of Allied Health-Springfield,Springfield,MO,76.0,27174.0
Medical Career College of Northern California,Roseville,CA,10.0,
Premiere International College,Fort Myers,FL,17.0,
American Fitness and Nutrition Academy,Pasadena,CA,25.0,
San Diego Global Knowledge University,San Diego,CA,151.0,
Global Tech College,Toledo,OH,46.0,
Crown Cutz Academy Bristol,Bristol,VA,48.0,
MCI,McAllen,TX,137.0,
Central Pennsylvania Diesel Institute,Liverpool,PA,17.0,
Bellasa Professional Institute,North Miami,FL,85.0,
PMCA Pittsburgh Multicultural Cosmetology Academy,Pittsburgh,PA,12.0,
Health and Technology Training Institute,Philadelphia,PA,44.0,
Yeshiva of Ocean,Greenfield Park,NY,36.0,
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,Brooklyn,NY,176.0,
Young Americans College of the Performing Arts,Corona,CA,30.0,
Pro Beauty Academy,Edison,NJ,149.0,
South Eastern Beauty Academy,Paintsville,KY,61.0,
Ohel Margulia Seminary,Monsey,NY,229.0,
Montana Barber Institute,El Paso,TX,17.0,
Yeshivat Hechal Shemuel,Brooklyn,NY,62.0,
Professional University Dr. Carlos J. Borrero Rios,Hato Rey,PR,,
American Institute of Healthcare & Technology,Stratford,CT,97.0,
Premier Academy of Cosmetology,McAlester,OK,38.0,
Yeshiva Gedolah of Woodlake Village,Lakewood,NJ,90.0,
Yeshiva Gedola Tiferes Yaakov Yitzchok,Lakewood,NJ,60.0,
University of Arkansas System eVersity,Little Rock,AR,668.0,
Careers Institute of America,Dallas,TX,10.0,
Houston Barber School,Houston,TX,210.0,
Health-Tech Institute of Memphis,Memphis,TN,15.0,
MIXED Institute of Cosmetology & Barber,Sacramento,CA,108.0,
Vski Cosmetology School,Charleston,SC,24.0,
Shear Perfection Academy of Cosmetology,Nashville,TN,136.0,
New York Seminary,Brooklyn,NY,107.0,
Deluxe Barber College,San Antonio,TX,84.0,
Falcon Institute of Health and Science,Bethlehem,PA,121.0,
College Unbound,Providence,RI,178.0,
Midwest Barber College,Topeka,KS,37.0,
A Better U Beauty Barber Academy,Albuquerque,NM,53.0,
SANS Technology Institute,North Bethesda,MD,147.0,
Tuana European Beauty Academy,Fort Collins,CO,6.0,
Idaho College of Osteopathic Medicine,Meridian,ID,,
Southern Careers Institute-Waco,Waco,TX,247.0,24145.0
Elevate Salon Institute,Durham,NC,86.0,
Ponce Health Sciences University-St Louis,St. Louis,MO,,
Lil Lou's Beauty and Barber College-Hammond,Hammond,IN,21.0,
Arizona College of Nursing-Dallas,Dallas,TX,225.0,31302.0
The Salon Professional Academy-Washington DC,Washington,DC,29.0,17899.0
